sid,freq,power
0,0.0,1.9273471707492718e-13
0,0.001364256480218281,30.24699132778683
0,0.002728512960436562,43.5164545073848
0,0.004092769440654843,21.759704246244365
0,0.005457025920873124,30.64574665892916
0,0.0068212824010914054,4.1693742556156534
0,0.008185538881309686,11.2196341754177
0,0.009549795361527967,25.165336466139493
0,0.010914051841746248,42.76758192831678
0,0.01227830832196453,10.170147089859462
0,0.013642564802182811,25.73124792345258
0,0.015006821282401092,33.306506381058526
0,0.01637107776261937,13.533114177921735
0,0.017735334242837655,23.310506516543
0,0.019099590723055934,35.22829398186461
0,0.020463847203274217,25.707837661930082
0,0.021828103683492497,27.764166848034314
0,0.023192360163710776,11.603378086183088
0,0.02455661664392906,8.530704541971785
0,0.02592087312414734,5.827539785328674
0,0.027285129604365622,22.056387514736226
0,0.0286493860845839,46.108690531882004
0,0.030013642564802184,8.24656694033439
0,0.03137789904502047,17.584162778345405
0,0.03274215552523874,23.36805411475141
0,0.034106412005457026,19.31994594641522
0,0.03547066848567531,18.984219084105607
0,0.036834924965893585,40.00126401146042
0,0.03819918144611187,15.216216462760762
0,0.03956343792633015,7.654363420926251
0,0.040927694406548434,6.056192695716363
0,0.04229195088676671,26.917775875940038
0,0.04365620736698499,10.418723935197553
0,0.045020463847203276,18.95082976054455
0,0.04638472032742155,19.598171750035064
0,0.047748976807639835,31.897718058947873
0,0.04911323328785812,26.90627379117809
0,0.0504774897680764,4.539061831032463
0,0.05184174624829468,14.703041891858236
0,0.05320600272851296,19.530531559788525
0,0.054570259208731244,20.66923363003494
0,0.05593451568894952,28.60540236514517
0,0.0572987721691678,22.16614110977529
0,0.058663028649386086,26.718575503834792
0,0.06002728512960437,10.87091203914869
0,0.061391541609822645,32.16922865660564
0,0.06275579809004093,5.940205164901988
0,0.06412005457025921,45.14931385905538
0,0.06548431105047749,16.56624617514837
0,0.06684856753069578,7.416883410491716
0,0.06821282401091405,35.08964258190272
0,0.06957708049113233,12.221299961120483
0,0.07094133697135062,28.18405229848877
